College Name,City
Nova College of Engineering and Technology,Ibrahimpatnam
Northern Institute of Engineering Technical Campus,Alwar
North West Institute of Engineering and Technology,Moga
Noor College of Engineering and Technology,Mahabubnagar
Noble College of Engineering and Technology for Women,Hyderabad
Nizam Institute of Engineering and Technology,Hyderabad
Nishitha College of Engineering and Technology,Hyderabad
Gwalior Institute of Technology and Science,Gwalior
Ghubaya College of Engineering and Technology,Firozpur
Genba Sopanroa Moze Trust's Parvatibai Genba Moze College of Engineering,Pune
Geeta Institute of Management and Technology,Kurukshetra
GD Rungta College of Engineering and Technology,Bhilai
GCRG Group of Institutions,Lucknow
Gayatri Vidya Parishad College of Engineering for Women,Visakhapatnam
Gayatri Institute of Engineering and Technology,West Godavari
Gayathri Institute of Technology and Sciences,Mahabubnagar
GIET Sonipat - Gateway Institute of Engineering and Technology,Sonipat
Gates Institute of Technology,Gooty
Gandhiji Institute of Science and Technology,Bhimavaram
Gandhi Institute of Science and Technology,Rayagada
GIET Bhubaneswar - Gandhi Institute of Excellent Technocrats,Bhubaneswar
Ganapathy Chettiar College of Engineering and Technology,Ramanathapuram
GTEC Vellore - Ganadipathy Tulsi's Jain Engineering College,Vellore
Galaxy Global Imperial Technical Campus,Ambala
Galaxy Global Group of Institutions,Ambala
G Pullaiah College of Engineering and Technology,Kurnool
GH Raisoni College of Engineering and Management,Amravati
GH Raisoni College of Engineering and Management,Ahmednagar
GMIT Mandya - G Madegowda Institute of Technology,Mandya
GL Bajaj Group of Institutions,Mathura
FIEM Kolkata - Future Institute of Engineering and Management,Kolkata
Fatima Michael College of Engineering and Technology,Madurai
Fabtech Technical Campus,Solapur
Akal College of Engineering and Technology,Sirmour
BEC - Builders Engineering College,Tirupur
Eluru College of Engineering and Technology,Eluru
Ellenki Engineering College for Women,Medak
East West Institute of Technology,Bangalore
EASA College of Engineering and Technology,Coimbatore
E-Max School of Engineering and Applied Research,Ambala
Dr Nagarathinam's College of Engineering,Namakkal
Dr ZH Institute of Technology and Management,Firozabad
Dr Pauls Engineering College,Villupuram
Dr KN Modi Girls Engineering College,Modinagar
Dr GU Pope College of Engineering,Thoothukudi
Dr DY Patil Technical Campus,Pune
Dr Bhausaheb Nandurkar College of Engineering and Technology,Yavatmal
Dr Samuel George Institute of Engineering and Technology,Prakasam
Dr NGP Institute of Technology,Coimbatore
Doon College of Engineering and Technology,Saharanpur
Don Bosco College of Engineering,Goa
Zeal College of Engineering and Research,Narhe
DMI Engineering College,Kanyakumari
Dhaneswar Rath Institute of Engineering and Management Studies,Khordha
DSCET Chennai - Dhanalakshmi Srinivasan College of Engineering and Technology,Chennai
Dhamangaon Education Society's College of Engineering and Technology,Dhamangaon Rly
Department of Ship Technology Cochin University of Science and Technology,Ernakulam
Madhuben and Bhanubhai Patel Institute of Technology,Anand
Madhu Vachaspati Institute of Engineering and Technology,Kaushambi
Madhira College of Engineering,Nalgonda
MBM Jodhpur - MBM University,Jodhpur
Ludhiana Group of Colleges,Ludhiana
LITAM Guntur - Loyola Institute of Technology and Management,Guntur
Lourdes Matha College of Science and Technology,Thiruvananthapuram
Lord Krishna College of Technology,Indore
Lord Ayyappa Institute of Engineering and Technology,Kancheepuram
Lingayas Institute of Management and Technology,Vijayawada
Lenora College of Engineering,Ramachandrapuram
LDRP Institute of Technology and Research,Gandhinagar
Leads Institute of Technology and Engineering,Bharuch
LBS Institute of Technology for Women,Thiruvananthapuram
LIT Nagpur - Laxminarayan Institute of Technology,Nagpur
Laxmi Institute of Technology,Sarigam
Lakshya Institute,Shahjahanpur
Lakshmi Narain College of Technology,Indore
Lakshmi Narain Academy of Technology,Gwalior
LBRCE Mylavaram - Lakireddy Bali Reddy College of Engineering,Mylavaram
Kurinji College of Engineering and Technology,Manapparai
KEC Kuppam - Kuppam Engineering College,Kuppam
Krishnaveni Engineering College for Women,Guntur
KCET Cuddalore - Krishnasamy College of Engineering and Technology,Cuddalore
KIMT Moradabad - Krishna Institute of Management and Technology,Moradabad
Krishna Girls Engineering College,Kanpur
Koustuv Institute of Self Domain,Patia
Kottam Karunakara Reddy Institute of Technology,Kurnool
Kothiwal Institute of Technology and Professional Studies,Moradabad
Kongunadu College of Engineering and Technology,Tiruchirappalli
Kommuri Pratap Reddy Institute of Technology,Ghatkesar
KMBB College of Engineering and Technology,Bhubaneswar
KIT's College of Engineering,Kolhapur
Kings Group of Institutions,Barnala
KCG College of Technology,Chennai
Kautilya Institute of Technology and Engineering,Jaipur
Kathir College of Engineering,Coimbatore
KK Wagh College of Agricultural Engineering and Technology,Nashik
Rajkiya Engineering College,Mainpuri
College of Dairy Science and Technology,Thiruvananthapuram
HMKS and MGS College of Engineering,Kanagala
Bakhtiyarpur College of Engineering,Patna
GD Goenka School of Engineering and Sciences,Gurgaon
MIT School of Engineering,Pune
Kamla Nehru Institute of Physical and Social Sciences Engineering Institute,Sultanpur
Indira Gandhi College of Engineering and Technology for Women,Kancheepuram
Ilahia School of Science and Technology,Ernakulam
Ilahia College of Engineering and Technology,Muvattupuzha
IITT College of Engineering,Kala Amb
IIMT Institute of Engineering and Technology,Meerut
IIMT Greater Noida - IIMT College of Engineering,Greater Noida
Holy Mary Institute of Technology,Keesara
HMFA Memorial Institute of Engineering and Technology,Allahabad
HJD Institute of Technical Education and Research,Kutch
Hi-Tech Institute of Technology,Aurangabad
HI-Tech College of Engineering,Bhubaneswar
Hi-Point College of Engineering and Technology,Moinabad
Indus College of Engineering,Coimbatore
HCST Mathura - Hindustan College of Science and Technology,Mathura
Helapuri Institute of Technology and Science,Eluru
Hasvita Institute of Management and Technology,Hyderabad
Haryana Institute of Engineering and Technology,Kaithal
Haryana College of Technology and Management,Kaithal
HCET Sidhpur - Hansaba College of Engineering and Technology,Sidhpur
Gyan Ganga Institute of Technology and Management,Bhopal
Gyan Ganga College of Technology,Jabalpur
GEC Gwalior - Gwalior Engineering College,Gwalior
Gurukul Vidyapeeth Institute of Engineering and Technology,Patiala
Guru Tegh Bahadur Institute of Technology,Delhi
Gurindapalli Devanandam Mary Memorial College of Engineering and Technology for Women,Nandigama
GCE Gurgaon - Gurgaon College of Engineering,Gurgaon
Gulzar College of Engineering,Khanna
Gujarat Power Engineering and Research Institute,Mehsana
Grow More Foundations Group of Institutions Faculty of Engineering,Sabarkantha
Greentech College of Engineering for Women,Attur
GKCEM Baruipur - Greater Kolkata College of Engineering and Management,Baruipur
GECH Hassan - Government Engineering College,Hassan
GWCET Nagpur - Govindrao Wanjari College of Engineering and Technology,Nagpur
Government Engineering College,Godhra
Government Engineering College,Valsad
Dr S and SS Ghandhy Government Engineering College,Surat
GEC Modasa - Government Engineering College,Modasa
Government Engineering College,Bhuj
GCE Bargur - Government College of Engineering,Bargur
Government College of Engineering,Tirunelveli
GCELT Kolkata - Government College of Engineering and Leather Technology,Kolkata
GEC Haveri - Government Engineering College,Haveri
Gokaran Narvadeshwar Institute of Technology and Management,Barabanki
Gojan School of Business and Technology,Chennai
GITM Lucknow - Goel Institute of Technology and Management,Lucknow
Godutai Engineering College for Women,Kalaburagi
Global Institute of Management and Technology,Nadia
GIT Jaipur - Global Institute of Technology,Jaipur
Global College of Engineering and Technology,Kadapa
Global Academy of Technology,Bangalore
Punjab Institute of Technology,Nandgarh
Dr APJ Abdul Kalam Institute of Technology,Tanakpur
Devang Patel Institute of Advance Technology and Research,Petlad
Pydah College of Dairy and Food Technology,Kakinada
ECE Kolkata - Elitte College of Engineering,Kolkata
US Ostwal College of Engineering,Chittorgarh
College of Community Science,Dharwad
Swami Vivekanand College of Agricultural Engineering and Technology and Research Station,Raipur
CRSSIET Jhajjar - Ch Ranbir Singh State Institute of Engineering and Technology,Jhajjar
Bhagwan Arihant Institute of Technology,Surat
College of Dairy Science and Technology,Idukki
College of Food Technology,Thumburmuzhy
RD Engineering College Research Centre,Ghaziabad
Gramin College of Engineering,Nanded
RV Parankar College of Engineering and Technology,Wardha
Dr AD Shinde College of Engineering,Kolhapur
College of Dairy Technology,Tirupati
Geethanjali College of Engineering and Technology,Orvakal
Sri Annamacharya Institute of Technology and Sciences,Rajampet
Sri Venkateswara College of Engineering,Kadapa
College of Food Science and Technology,Nizamabad
SCE Sasaram - Shershah College of Engineering,Sasaram
Study World College of Engineering,Coimbatore
PR Pote Patil Institute of Engineering and Research,Amravati
Indrashil University,Kadi
Anna University Regional Campus,Madurai
Kalka Institute for Research and Advanced Studies,Meerut
SSLD Varshney Engineering College,Aligarh
Amity University,Patna
Amity Institute of Aerospace Engineering,Noida
Pacific Institute of Dairy and Food Technology,Udaipur
Srinivasa Ramanujan Center,Kumbakonam
Gati Shakti Vishwavidyalaya,Vadodara
DY Patil International University,Akurdi
Maharishi University of Information Technology,Noida
PCTE Group of Institutes,Ludhiana
Government Engineering College,Baran
Sikkim Institute of Science and Technology,Jorethang
College of Poultry Production and Management,Hosur
Government Engineering College,Arwal
Government Engineering College,Vaishali
Government Engineering College,Jamui
GEC Banka - Government Engineering College,Banka
Institute of Engineering Jiwaji University,Gwalior
Vignana Bharathi Engineering College,Ibrahimpatnam
Government Engineering College,Kaimur
Government Engineering College,Gopalganj
JIET Institute of Design and Technology,Jodhpur
Government Engineering College,Lakhisarai
Government Engineering College,Khagaria
EVM College of Engineering and Technology,Guntur
Shillong Engineering and Management College,Jorabat
Sunder Deep College of Engineering and Technology,Ghaziabad
Shri Venkteshwar Institute of Technology,Indore
Vivekanandha Engineering College for Women,Tiruchengode
University College of Science Technology and Agriculture,Kolkata
Younis Sultan College of Engineering,Hyderabad
St Peter's Institute of Higher Education and Research,Chennai
Sri Vaishnavi College of Engineering,Srikakulam
MJPRU Bareilly - Mahatma Jyotiba Phule Rohilkhand University,Bareilly
College of Technology,GB Pant University of Agriculture and Technology
Bharath Educational Society's  Group of Institutions- Faculty of Engineering,Chittoor
Basavaraju Krishna Bai Laxmi Educational Society Group of Institutions Faculty of Engineering,Ibrahimpatnam
Bapu Institute of Technology and Management,Morena
Jayoti Vidyapeeth Women's University,Jaipur
Guru Nanak Dev University Regional Campus,Gurdaspur
BU Jhansi - Bundelkhand University,Jhansi
Vivekananda's Institute of Engineering and Technology,Ranga Reddy
Doon College of Engineering and Technology,Dehradun
Surya College of Engineering and Technology,Villupuram
ICFAI University,Raipur
Pratap University,Jaipur
IMU Chennai - Indian Maritime University,Chennai
Shri Venkateshwara University,Amroha
Glocal School of Science and Technology,Saharanpur
Guru Nanak Institute of Engineering and Technology,Ibrahimpatnam
Institute of Information Technology and Management,Gwalior
ICFAI University,Tripura
Shobhit University Meerut - Shobhit Institute of Engineering and Technology,Meerut
Shridhar University,Pilani
AMET University Kanathur - Academy of Maritime Education and Training,Kanathur
CURAJ - Central University of Rajasthan,Ajmer
Aliah University,Kolkata
Centre of Excellence Occupational Health,Safety
NMIMS School of Technology Management and Engineering,Hyderabad
NMIMS School of Technology Management and Engineering,Chandigarh
Faculty of Agricultural Engineering Jawaharlal Nehru Krishi Vishwavidyalaya,Jabalpur
Mahatma Gandhi College of Agricultural Biotechnology,Nanded
Institute of Technology Nirma University,Ahmedabad
Shiv Shankar College of Agricultural Engineering and Technology,Mirajgaon
KK Wagh College of Food Technology,Nashik
Yashodeep Samajik Vikas Sanstha's College of Agricultural Biotechnology,Saralgaon
Sun College of Engineering and Technology,Ammandivilai
Global Group of Institute,Amritsar
JNTUH College of Engineering,Wanaparthy
College of Food Technology Central Agricultural University,Lamphelpat
Government Engineering College,Bidar
Visvesvaraya Technological University Regional Center,Kalaburagi
Institute of Engineering and Technology Mohanlal Sukhadia University,Udaipur
Himalayan School of Science and Technology,Dehradun
Dr DY Patil College of Engineering and Innovation,Pune
Veerayatan Institute of Engineering,Haripar
REC Bijnor - Rajkiya Engineering College,Bijnor
Sri Krishnadevaraya University College of Engineering and Technology,Anantapuram
Dibrugarh University Institute of Engineering and Technology,Dibrugarh
SAL College of Engineering,Ahmedabad
Krishna Vidyapeeth of Management and Technology,Bhiwani
Ramgarh Engineering College,Ramgarh
Trinity Academy of Engineering,Pune
Aurobindo Institute of Engineering and Technology,Hyderabad
Azad College of Engineering and Technology,Hyderabad
GKCIET Malda - Ghani Khan Choudhury Institute of Engineering And Technology,Malda
Bhargava College of Engineering and Technology,Samba
Mahabir Engineering College,Ambala
GTBIT New Delhi - Guru Tegh Bahadur Institute of Technology,New Delhi
Amity School of Engineering,Noida
Vikas Group of Institutions,Vijayawada
Andhra Engineering College,Nellore
Ghousia Institute of Technology for Women,Bangalore
Park Maritime Academy,Coimbatore
Shriram Institute of Engineering and Technology Polytechnic,Paniv
Shree Santkrupa Institute of Engineering and Technology,Satara
College of Fisheries Engineering,Nagapattinam
Mahatma Gandhi Missions Institute of Biosciences and Technology,Aurangabad
Samundra Institute of Maritime Studies,Pune
Shriram College of Agriculture,Paniv
Gokul Group of Institutions,Vizianagaram
Visvodaya Engineering College,Nellore
IK Gujral Punjab Technical University Campus,Amritsar
Sai Tirumala NVR Engineering College,Guntur
Jacob Institute of Biotechnology and Bio Engineering,Allahabad
VMR Pradeep Kumar Institute of Engineering and Technology,Warangal
Ganpat University Institute of Computer Technology,Mehsana
Sanghvi Institute of Engineering and Technology,Indore
Dr APJ Abdul Kalam UIT Rajiv Gandhi Proudyogiki Vishwavidyalaya,Jhabua
Aspee Shakilam Agricultural Biotechnology Institute,Surat
College of Renewable Energy and Environmental Engineering,Gujarat
Shri Galbabhai Nanjibhai Patel Dairy Science and Food Technology College,Dantiwada
Akal College of Agriculture,Sirmour
Sheth MC College of Dairy Science,Anand
MIT School of Bioengineering Sciences and Research,Pune
College of Agricultural Engineering and Post Harvest Technology,Gangtok
NIMS School of Computer and Artificial Intelligence NIMS University,Jaipur
Chennai Institute of Technology and Applied Research,Chennai
Krishna School of Technology,Vadodara
Akash Institute of Engineering and Technology,Bengaluru
Sree Venkateswara Institute of Engineering and Research Foundation,Nellore
Sree Venkateswara College of Science and Technology,Nellore
Kashmir College of Engineering and Technology,Baramulla
Ashoka Women's Engineering College,Kurnool
Sri Sri University (SSU) Cuttack - Sri Sri University,Cuttack
Dau Shri Vasudev Chandrakar Kamdhenu Vishwavidyalaya,Durg
JSPM University,Pune
BITS Goa - BITS Pilani,Goa Campus
Siddhartha Institute of Engineering and Technology,Ibrahimpatnam
Mahatma Gandhi Central University,Motihari
Sandip University,Sijoul
DSCE Bangalore - Dayananda Sagar College of Engineering,Bangalore
GEC Kozhikode - Government Engineering College,Kozhikode
Gyanmanjari Innovative University,Bhavnagar
Pimpri Chinchwad University,Pune
Karpagam Academy of Higher Education,Coimbatore
Dr KN Modi University,Tonk
Adani Institute of Infrastructure Engineering,Ahmedabad
Swarrnim Institute of Technology,Gandhinagar
Anant National University,Ahmedabad
Vaagdevi Engineering College,Warangal
PEC Tiruvallur - Prathyusha Engineering College,Tiruvallur
Potti Sriramulu Chalavadi Mallikharjuna Rao College of Engineering and Technology,Vijayawada
Rajkiya Engineering College,Basti
SLTIET Rajkot - Shri Labhubhai Trivedi Institute of Engineering and Technology,Rajkot
Ramkrishna Mahato Government Engineering College,Purulia
MMCT Mangalore - Mangalore Marine College and Technology,Mangalore
MTCE Peddapalli - Mother Theressa College of Engineering and Technology,Peddapalli
Mother Teresa Institute of Science and Technology,Khammam
Millennium Institute of Technology,Bhopal
MET Institute of Engineering,Nashik
Mookambigai College of Engineering,Pudukkottai
MITM Bhubaneswar - Modern Institute of Technology and Management,Kantabada
Merchant Engineering College,Basna
MITS Rayagada - Majhighariani Institute of Technology Science,Rayagada
Muslim Association College of Engineering,Thiruvananthapuram
MIT Purnea - Millia Institute of Technology,Purnea
Malineni Lakshmaiah Engineering College,Singarayakonda
Manav School of Engineering and Technology,Akola
Nanhi Pari Seemant Engineering Institute,Pithoragarh
Siddhartha Educational Academy Group of Institutions,Tirupati
Bhaskar Institute of Technology and Science,Rayachoty
HKE Society's PDA College of Engineering,Gulbarga
Narasu's Sarathy Institute of Technology,Salem
Naraina College of Engineering and Technology,Kanpur
Phaltan Education Society's College of Engineering,Satara
PGP College of Engineering and Technology,Namakkal
PE Society's Modern College of Engineering,Pune
Nannapaneni Venkat Rao College of Engineering and Technology,Guntur
Nandha College of Technology,Erode
Nalanda Institute of Technology,Chandaka
MESCOE Pune - Modern Education Society's College of Engineering,Pune
New Prince Shri Bhavani College of Engineering and Technology,Chennai
Nagnathappa Halge College of Engineering,Beed
St Mother Theresa Engineering College,Thoothukudi
Panjab University SSG Regional Centre,Hoshiarpur
Mother Terasa College of Engineering and Technology,Pudukkottai
Mother Theresa Institute of Engineering and Technology,Chittoor
MIT Aurangabad - Maharashtra Institute of Technology,Aurangabad
DY Patil Education Society's DY Patil Technical Campus,Kolhapur
College of Engineering,Munnar
Government College of Engineering,Jalgaon
Narasaraopeta Institute of Technology,Narasaraopet
MH Saboo Siddik College of Engineering,Mumbai
Technocrats Institute of Technology Advance,Bhopal
Mahant Bachittar Singh College of Engineering and Technology,Jammu
NSIT Patna - Netaji Subhas Institute of Technology,Patna
Moodlakatte Institute of Technology,Kundapura
MERI College of Engineering and Technology,Bahadurgarh
Mahatma Basaweshwar Education Society's College of Engineering,Ambajogai
Malwa Institute of Technology and Management,Gwalior
Kakinada Institute of Technological Sciences,Ramachandrapuram
KC College of Engineering and Management Studies and Research,Thane
KITS Nagpur - Kavikulguru Institute of Technology and Science,Nagpur
Kakinada Institute of Engineering and Technology,Korangi
Maharaja Agrasen College of Engineering and Technology,Moradabad
MS Bidve Engineering College,Latur
MIET Engineering College,Tiruchirappalli
MAIET Jaipur - Maharishi Arvind Institute of Engineering and Technology,Jaipur
Maharana Institute of Technology and Sciences,Lucknow
MIST Hyderabad - Mahaveer Institute of Science and Technology,Hyderabad
GCE Salem - Government College of Engineering,Salem
MAM School of Engineering,Siruganur
Mahendra Engineering College for Women,Tiruchengode
KC College of Engineering and Information Technology,Nawanshahr
Shri Ram Group of Colleges,Muzaffarnagar
PDEA's College of Engineering,Pune
Moti Babu Institute of Technology,Patna
Mewar School of Engineering and Technology,Chittorgarh
Chameli Devi Institute of Professional Studies,Indore
Government College of Engineering,Kolhapur
Sanjay Ghodawat Institute,Kolhapur
Dr VK Patil College of Engineering and Technology,Osmanabad
Karanjekar College of Engineering and Management,Bhandara
IILM College of Engineering and Technology Greater Noida - College of Engineering and Technology IILM Academy of Higher Learning,Greater Noida
Sant Baba Bhag Singh University,Jalandhar
Tamil Nadu Dr J Jayalalithaa Fisheries University,Nagapattinam
Himalayan Institute of Management and Technology,New Delhi
MIT ADT University - MIT Art Design and Technology University,Pune
JIS University,Kolkata
CT University,Ludhiana
SSPU Pune - Symbiosis Skills and Professional University,Pune
KK University,Nalanda
VJ Shinde College of Engineering,Osmanabad
St John College of Engineering and Management,Palghar
Shri Babulalji Agnihotri College of Engineering,Wardha
PVGCOET Pune - PVGs College of Engineering and Technology and GK Pate Wani Institute of Management,Pune
PCE Nagpur - Priyadarshini College of Engineering,Nagpur
PVPIT Budhgaon - Padmabhooshan Vasantraodada Patil Institute of Technology,Sangli
SND College of Engineering and Research Center,Yavatmal
Dr Rajendra Gode Institute of Technology and Research,Amravati
Genesis Institute of Technology,Kolhapur
Excelsior Education Society KC College of Engineering,Thane
Deogiri Technical Campus for Engineering and Management Studies,Aurangabad
Al-Ameen Educational and Medical Foundation's College of Engineering and Management Studies,Pune
APCOER Pune - ABMSP's Anantrao Pawar College of Engineering and Research,Pune
Vi Institute of Technology,Kancheepuram
Veerammal College of Engineering,Dindigul
SKR Engineering College,Chennai
SACS MAVMM Engineering College,Madurai
RVS School of Engineering,Dindigul
RVS College of Engineering,Dindigul
Rohini College of Engineering and Technology,Kanyakumari
Oxford College of Engineering,Tiruvannamalai
Lakshmi Chand Rajani College of Engineering and Technology,Thiruvallur
Jairupaa College of Engineering,Tiruppur
Hosur Institute of Technology and Science,Hosur
CARE College of Engineering,Tiruchirappalli
Paladugu Nagaiah Chowdary and Vijai Institute of Engineering and Technology,Guntur
Lumbini Group of Institutions,Hyderabad
Bharat Engineering College,Hyderabad
ASN Women's Engineering College,Guntur
KSN Institute of Technology,Nellore
Damsetty Srinivasa Naidu's DBS Institute of Technology,Nellore
Sagar Institute of Technology,Hyderabad
Nalanda Institute of Technology,Guntur
KMMITS Tirupati - KMM Institute of Technology and Science,Tirupati
KSRMCE Kadapa - Kandula Srinivasa Reddy College of Engineering,Cuddapah
Chadalwada Venkta Subbaiah College of Engineering,Tirupati
Anubose Institute of Technology,Palwancha
Shri Pillappa College of Engineering,Bangalore
SDMIT Ujire - Sri Dharmasthala Manjunatheshwara Institute of Technology,Ujire
SCT Institute of Technology,Bangalore
NIEIT Mysore - NIE Institute of Technology,Mysore
KLESCET - KLE Dr MS Sheshgiri College of Engineering and Technology,Belgaum
BIT Gorakhpur - Buddha Institute of Technology,Gorakhpur
Jeppiaar University,Chennai
GBPEC Delhi - GB Pant Government Engineering College,Delhi
Rajiv Gandhi University of Knowledge Technologies RK Valley Campus,Kadapa
SNS College of Engineering,Coimbatore
KSR College of Engineering,Tiruchengode
KVCET Chennai - Karpaga Vinayaga College of Engineering and Technology,Kancheepuram
RIT Sangli - KE Society's Rajarambapu Institute of Technology,Sangli
GH Raisoni University,Amravati
Malla Reddy University,Hyderabad
Dr Ambedkar Institute of Technology Bangalore (AIT Bangalore) - Dr Ambedkar Institute of Technology,Bangalore
Dhanalakshmi Srinivasan College of Engineering,Perambalur
RMD Engineering College,Thiruvallur
JNTUA College of Engineering,Kalikiri
CUIET Jhansla - Chitkara University Institute of Engineering and Technology,Jhansla
Gayatri College of Engineering,Ganjam
TEC Chennai - Tagore Engineering College,Chennai
Bharathiar College of Engineering and Technology,Karaikal
Rajkiya Engineering College,Pratapgarh
TIT Bhopal - Technocrats Institute of Technology,Bhopal
ISBM University,Gariyaband
Marwadi University,Rajkot
Surendranagar University,Wadhwan
Plastindia International University,Vapi
SKUAST Jammu - Sher-e-Kashmir University of Agricultural Sciences and Technology of Jammu,Jammu
International School of Technology and Sciences for Women,Rajahmundry
JAU Junagadh - Junagadh Agricultural University,Junagadh
Lingaya's Vidyapeeth,Faridabad
Saintgits College of Engineering,Kottayam
DCRUST Murthal - Deen Bandhu Chhotu Ram University of Science and Technology,Murthal
Gurugram University,Gurugram
Surajmal University,Kichha
Mohan Babu University,Tirupati
BML Munjal University,Gurgaon
Guntur Engineering College,Guntur
PDM University,Bahadurgarh
SIRTS Bhopal - Sagar Institute of Research Technology and Science,Bhopal
SGT University - Shree Guru Gobind Singh Tricentenary University,Gurgaon
Starex University,Gurugram
Brindavan Institute of Technology and Science Kurnool (BITS Kurnool) - Brindavan Institute of Technology and Science,Kurnool
GGU Bilaspur - Guru Ghasidas Vishwavidyalaya,Bilaspur
CEC Chirala - Chirala Engineering College,Chirala
Vignan's Nirula Institute of Technology and Science for Women,Guntur
Om Sterling Global University,Hisar
Baba Ghulam Shah Badshah University,Jammu
Amity University,Ranchi
ARKA Jain University,Seraikela
Radha Govind University,Ramgarh
VVCE Mysore - Vidyavardhaka College of Engineering,Mysore
Mewar University,Chittorgarh
BCKV Nadia - Bidhan Chandra Krishi Vishwavidyalaya,Nadia
NIT Mizoram - National Institute of Technology Mizoram,NULL
NDRI Karnal - National Dairy Research Institute,Karnal
REVA University,Bangalore
Himalayan University,NULL
KIT Coimbatore - Kalaignar Karunanidhi Institute of Technology,Coimbatore
Bansal Institute of Research Technology and Science,Bhopal
KVG College of Engineering,Sullia
Adarsh Shikshan Prasarak Mandal's KT Patil College of Engineering and Technology,Osmanabad
KS Jain Institute of Engineering and Technology,Modinagar
KNSK College of Engineering,Kanyakumari
KLS GIT Belagavi - KLS Gogte Institute of Technology,Belagavi
KLN College of Information Technology,Pottapalayam
KKC College of Engineering and Technology,Jayankondam
KK College of Engineering and Management,Nalanda
K Ramakrishnan College of Engineering,Tiruchirappalli
K Ramakrishnan College of Technology,Tiruchirappalli
Rajarshi Shahu College of Engineering,Buldana
Joginpally M N Rao Women's Engineering College,Hyderabad
Jogaiah Institute of Technology and Sciences,Palakole
Jnana Vikas Institute of Technology,Bangalore
JKK Munirajah College of Technology,Erode
JIET School of Engineering and Technology for Girls,Jodhpur
JEI Mathaajee College of Engineering,Kancheepuram
Jayaram College of Engineering and Technology,Thuraiyur
Jayamatha Engineering College,Kanyakumari
Jaya Suriya Engineering College,Thiruvallur
Jaya Prakash Narayan College of Engineering,Mahabubnagar
JNNCE Shimoga - Jawaharlal Nehru National College of Engineering,Shimoga
JNGEC Sundernagar - Jawaharlal Nehru Government Engineering College,Sundernagar
Jawahar Engineering College,Chennai
Jasdev Singh Sandhu Institute of Engineering and Technology,Patiala
Jan Nayak Ch Devi Lal Memorial College of Engineering,Sirsa
James College of Engineering and Technology,Kanyakumari
JGEC Jalpaiguri - Jalpaiguri Government Engineering College,Jalpaiguri
Jahangirabad Institute of Technology,Barabanki
Jagan's College of Engineering and Technology,Nellore
JNIT Jaipur - Jagan Nath Gupta Institute of Engineering and Technology,Jaipur
Jagadguru Dattatray College of Technology,Indore
JCET Yavatmal - Jagadambha College of Engineering and Technology,Yavatmal
JEC Jabalpur - Jabalpur Engineering College,Jabalpur
ITM College of Engineering,Nagpur
Ishwarchand Vidya Sagar Institute of Technology,Mathura
Invertis Institute of Engineering and Technology,Bareilly
IITM Sonepat - International Institute of Technology and Management,Sonipat
International Institute of Information Technology,Pune
IIET Bhubaneswar - International Institute of Engineering and Technology,Bhubaneswar
International Centre of Excellence in Engineering and Management,Aurangabad
MCE Hassan - Malnad College of Engineering,Hassan
SaIT Bangalore - Sambhram Institute of Technology,Bangalore
PEC - Paavai Engineering College,Pachal
PREC Loni - Pravara Rural Engineering College,Loni
PACE Mangalore - PA College of Engineering,Mangalore
Sasurie College of Engineering,Tirupur
Amity School of Engineering and Technology,Bijwasan
DBIT Bangalore - Don Bosco Institute of Technology,Bangalore
DCE Chennai - Dhanalakshmi College of Engineering,Chennai
IES College of Technology,Bhopal
CKCET Cuddalore - CK College of Engineering and Technology,Cuddalore
Bahra University,Shimla
HPTU Hamirpur - Himachal Pradesh Technical University,Hamirpur
Vasantrao Naik College of Agricultural Biotechnology,Yavatmal
Khaja Bandanawaz University,Kalaburagi
Indra Ganesan College of Engineering,Tiruchirappalli
Bengal College of Engineering and Technology,Durgapur
Sree Vahini Institute of Science and Technology,Tiruvuru
RV University,Bangalore
Shri PD Patil College of Engineering,Paldhi
CMR University,Bangalore
RPCAU Pusa - Dr Rajendra Prasad Central Agricultural University,Samastipur
DSU Bangalore - Dayananda Sagar University,Bangalore
CVRU Bilaspur - Dr CV Raman University,Bilaspur
SCMS School of Engineering and Technology,Ernakulam
Eklavya University,Damoh
JUET Guna - Jaypee University of Engineering and Technology,Guna
Mahakaushal University,Jabalpur
Mauli Shikshan Prasarak Mandal's College of Technology,Udgir
CIEM Kolkata - Calcutta Institute of Engineering and Management,Kolkata
Mansarovar Global University,Sehore
SAM Global University,Bhopal
Shri Krishna University,Chhatarpur
Jiwaji University - Jiwaji University,Gwalior
Medi-Caps University,Indore
IGKV Raipur - Indira Gandhi Krishi Vishwavidyalaya,Raipur
Sanskriti University,Mathura
Sardar Patel University (SPU) Balaghat - Sardar Patel University,Balaghat
Shri Vaishnav Vidyapeeth Vishwavidyalaya,Indore
NIST Berhampur - National Institute of Science and Technology,Berhampur
Saveetha Engineering College,Chennai
Dhirajlal Gandhi College of Technology,Salem
ICEAS Bangalore - Impact College of Engineering and Applied Sciences,Bangalore
BWEC Bapatla - Bapatla Women's Engineering College,Bapatla
Bangalore University - Bangalore University,Bangalore
PRIST University - Ponnaiyah Ramajayam Institute of Science and Technology,Thanjavur
Dhanalakshmi Srinivasan University,Tiruchirappalli
Mangalayatan University,Aligarh
Amrita Vishwa Vidyapeetham,Amaravati Campus
